comp_name	index	attr_name	attr_type	note
CitizenHappinessPrefab	0			
CitizenHappinessPrefab	1	m_PollutionDivisor	System.Int32	
CitizenHappinessPrefab	2	m_MaxAirAndGroundPollution	System.Int32	
CitizenHappinessPrefab	3	m_MaxNoisePollution	System.Int32	
CitizenHappinessPrefab	4	m_ElectricityWellbeingPenalty	System.Single	How much the lack of electricity affects well-being
CitizenHappinessPrefab	5	m_ElectricityPenaltyDelay	System.Byte	~Delay in ticks until no electricity happiness penalty is fully applied. One tick equals ~~1.42 ingame minutes.~
CitizenHappinessPrefab	6	m_ElectricityFeeWellbeingEffect	UnityEngine.AnimationCurve	Defines how the electricity fee (0-200%) affects well-being
CitizenHappinessPrefab	7	m_WaterHealthPenalty	System.Int32	How much the lack of water affects health
CitizenHappinessPrefab	8	m_WaterWellbeingPenalty	System.Int32	How much the lack of water affects well-being
CitizenHappinessPrefab	9	m_WaterPenaltyDelay	System.Byte	~Delay in ticks until no water happiness penalty is fully applied. One tick equals ~~1.42 ingame minutes.~
CitizenHappinessPrefab	10	m_WaterPollutionMultiplier	System.Single	How much water pollution affects health
CitizenHappinessPrefab	11	m_SewageHealthEffect	System.Int32	How much the lack of sewage treatment affects health
CitizenHappinessPrefab	12	m_SewageWellbeingEffect	System.Int32	How much the lack of sewage treatment affects well-being
CitizenHappinessPrefab	13	m_SewagePenaltyDelay	System.Byte	~Delay in ticks until no sewage treatment happiness penalty is fully applied. One tick equals ~~1.42 ingame minutes.~
CitizenHappinessPrefab	14	m_WaterFeeHealthEffect	UnityEngine.AnimationCurve	Defines how the water fee (0-200%) affects health
CitizenHappinessPrefab	15	m_WaterFeeWellbeingEffect	UnityEngine.AnimationCurve	Defines how the water fee (0-200%) affects well-being
CitizenHappinessPrefab	16	m_WealthyMoneyAmount	Unity.Mathematics.int4	Wealth level max money amount , x-Wretched y-Poor z-Modest w-Comfortable, above w is Wealthy
CitizenHappinessPrefab	17	m_HealthCareHealthMultiplier	System.Single	
CitizenHappinessPrefab	18	m_HealthCareWellbeingMultiplier	System.Single	
CitizenHappinessPrefab	19	m_EducationWellbeingMultiplier	System.Single	
CitizenHappinessPrefab	20	m_NeutralEducation	System.Single	
CitizenHappinessPrefab	21	m_EntertainmentWellbeingMultiplier	System.Single	
CitizenHappinessPrefab	22	m_NegligibleCrime	System.Int32	Crime under this level has no effect on wellbeing
CitizenHappinessPrefab	23	m_CrimeMultiplier	System.Single	
CitizenHappinessPrefab	24	m_MaxCrimePenalty	System.Int32	
CitizenHappinessPrefab	25	m_MailMultiplier	System.Single	
CitizenHappinessPrefab	26	m_NegligibleMail	System.Int32	
CitizenHappinessPrefab	27	m_TelecomBaseline	System.Single	
CitizenHappinessPrefab	28	m_TelecomBonusMultiplier	System.Single	
CitizenHappinessPrefab	29	m_TelecomPenaltyMultiplier	System.Single	
CitizenHappinessPrefab	30	m_WelfareMultiplier	System.Single	
CitizenHappinessPrefab	31	m_HealthProblemHealthPenalty	System.Int32	
CitizenHappinessPrefab	32	m_DeathWellbeingPenalty	System.Int32	
CitizenHappinessPrefab	33	m_DeathHealthPenalty	System.Int32	
CitizenHappinessPrefab	34	m_ConsumptionMultiplier	System.Single	
CitizenHappinessPrefab	35	m_LowWellbeing	System.Int32	This is used for statistics to divide the low well-being citizen
CitizenHappinessPrefab	36	m_LowHealth	System.Int32	
CitizenHappinessPrefab	37	m_TaxUneducatedMultiplier	System.Single	
CitizenHappinessPrefab	38	m_TaxPoorlyEducatedMultiplier	System.Single	
CitizenHappinessPrefab	39	m_TaxEducatedMultiplier	System.Single	
CitizenHappinessPrefab	40	m_TaxWellEducatedMultiplier	System.Single	
CitizenHappinessPrefab	41	m_TaxHighlyEducatedMultiplier	System.Single	
CitizenHappinessPrefab	42	m_PenaltyEffect	System.Int32	Temporary penalty for teleporting due to traffic problems
CitizenHappinessPrefab	43	m_HomelessHealthEffect	System.Int32	
CitizenHappinessPrefab	44	m_HomelessWellbeingEffect	System.Int32	
CitizenHappinessPrefab	45	m_UnemployedWellbeingPenaltyAccumulatePerDay	System.Single	The penalty points accumulated per day for unemployed citizens. Decrease citizen well-being by this amount every day until the max penalty is reached.
CitizenHappinessPrefab	46	m_MaxAccumulatedUnemployedWellbeingPenalty	System.Int32	The max well-being penalty points accumulated.
CitizenParametersPrefab	0			
CitizenParametersPrefab	1	m_DivorceRate	System.Single	The divorce rate in percentage, 0.16 means 16%
CitizenParametersPrefab	2	m_LookForPartnerRate	System.Single	The single citizen look for partner rate in percentage, 0.08 means 8%
CitizenParametersPrefab	3	m_LookForPartnerTypeRate	Unity.Mathematics.float2	Partner type rate, x-Same Gender, y-Any Gender, 1-x-y = Different Gender
CitizenParametersPrefab	4	m_BaseBirthRate	System.Single	The base birth rate in percentage, 0.02 means 2%
CitizenParametersPrefab	5	m_AdultFemaleBirthRateBonus	System.Single	The birth rate bonus to adult female gender, for example 0.08 means female adult is (base:0.02 + bonus:0.08) = 0.1(10%)
CitizenParametersPrefab	6	m_StudentBirthRateAdjust	System.Single	The birth rate adjust for students, (final birth rate) * (adjust), for example 0.5 means student only have half of the final birth rate)
CitizenParametersPrefab	7	m_SwitchJobRate	System.Single	The switch job check (current have job) rate in percentage, also need to do LookForNewJobEmployableRate check next, 0.032 means 3.2%
CitizenParametersPrefab	8	m_LookForNewJobEmployableRate	System.Single	The rate is the free workplace compare to the employable workers, for example 2 means that there are twice amount of free work position of the employable workers, which means 50%, skip if free position < random(rate * employable workers)
CitizenParametersPrefab	9	m_LookForHomeRentIncomeIdealBand	Unity.Mathematics.float2	Ideal rent-to-income ratio band; households inside this band are least likely to look for a different home
CitizenParametersPrefab	10	m_LookForHomeChanceMultiplier	Unity.Mathematics.float2	Chance multiplier: x at extreme ratios (most eager to re-search, lower chance value), y inside ideal band (least eager, higher chance value)
CitizenParametersPrefab	11	m_LookForHomePopulationFactor	System.Single	Population scaling factor for the base re-search chance; chance = clamp(factor * citizens, clamp.x, clamp.y)
CitizenParametersPrefab	12	m_LookForHomeChanceClamp	Unity.Mathematics.int2	Clamp for the population-scaled base re-search chance (min, max)
CitizenParametersPrefab	13	m_LookForHomeHomelessDivisor	System.Int32	Divisor applied to the re-search chance for homeless households (smaller chance = more eager)
CitizenPrefab	0			
CitizenPrefab	1	m_Male	System.Boolean	
CitizenRequirementPrefab	0			
CitizenRequirementPrefab	1	m_MinimumPopulation	System.Int32	
CitizenRequirementPrefab	2	m_MinimumHappiness	System.Int32	
CitizenRequirementPrefab	3	m_LabelID	System.String	
CitizenSelectedSound	0			
CitizenSelectedSound	1	m_CitizenSelectedSounds	Game.Prefabs.Effects.CitizenSelectedSoundInfo[]	
CityBoundaryPrefab	0			
CityBoundaryPrefab	1	m_Material	UnityEngine.Material	
CityBoundaryPrefab	2	m_Width	System.Single	
CityBoundaryPrefab	3	m_TilingLength	System.Single	
CityBoundaryPrefab	4	m_CityBorderColor	UnityEngine.Color	
CityBoundaryPrefab	5	m_MapBorderColor	UnityEngine.Color	
CityEffects	0			
CityEffects	1	m_Effects	Game.Prefabs.CityEffectInfo[]	
CityModifiers	0			
CityModifiers	1	m_Modifiers	Game.Prefabs.CityModifierInfo[]	
CityOptions	0			
CityOptions	1	m_Options	Game.City.CityOption[]	
CityServiceBuilding	0			
CityServiceBuilding	1	m_Upkeeps	Game.Prefabs.ServiceUpkeepItem[]	
CityServiceStatistic	0			
CityServiceStatistic	1	m_CityServices	Game.Prefabs.CityServiceInfo[]	
CityServiceStatistic	2	m_Category	Game.Prefabs.UIStatisticsCategoryPrefab	
CityServiceStatistic	3	m_Group	Game.Prefabs.UIStatisticsGroupPrefab	
CityServiceStatistic	4	m_StatisticsType	Game.City.StatisticType	
CityServiceStatistic	5	m_CollectionType	Game.City.StatisticCollectionType	
CityServiceStatistic	6	m_UnitType	Game.City.StatisticUnitType	
CityServiceStatistic	7	m_Color	UnityEngine.Color	
CityServiceStatistic	8	m_Stacked	System.Boolean	
ClearArea	0			
ClimatePrefab	0			
ClimatePrefab	1	m_Latitude	System.Single	
ClimatePrefab	2	m_Longitude	System.Single	
ClimatePrefab	3	m_MaxSunElevationAngle	System.Double	The Sun will be limited to not rise higher above the horizon than this (in degrees)
ClimatePrefab	4	m_SunElevationClampStart	System.Double	When the Sun height is limited by the max angle, this sets at what angle it starts to deviate from the real angle
ClimatePrefab	5	m_FreezingTemperature	System.Single	
ClimatePrefab	6	m_Temperature	UnityEngine.AnimationCurve	
ClimatePrefab	7	m_Precipitation	UnityEngine.AnimationCurve	
ClimatePrefab	8	m_Cloudiness	UnityEngine.AnimationCurve	
ClimatePrefab	9	m_Aurora	UnityEngine.AnimationCurve	
ClimatePrefab	10	m_Fog	UnityEngine.AnimationCurve	
ClimatePrefab	11	m_DefaultWeather	Game.Prefabs.Climate.WeatherPrefab	
ClimatePrefab	12	m_DefaultWeathers	Game.Prefabs.Climate.WeatherPrefab[]	
ClimatePrefab	13	m_Seasons	Game.Simulation.ClimateSystem+SeasonInfo[]	
ClimatePrefab	14	m_RandomSeed	System.Int32	
ClimatePrefab	15	m_SeasonsOrder	System.Int32[]	
ClipArea	0			
ColorAdjustmentsProperties	0			
ColorAdjustmentsProperties	1	m_PostExposure	UnityEngine.Rendering.FloatParameter	
ColorAdjustmentsProperties	2	m_Contrast	UnityEngine.Rendering.ClampedFloatParameter	
ColorAdjustmentsProperties	3	m_ColorFilter	UnityEngine.Rendering.ColorParameter	
ColorAdjustmentsProperties	4	m_HueShift	UnityEngine.Rendering.ClampedFloatParameter	
ColorAdjustmentsProperties	5	m_Saturation	UnityEngine.Rendering.ClampedFloatParameter	
ColorAdjustmentsProperties	6	m_InterpolationMode	Game.Prefabs.Climate.OverrideablePropertiesComponent+InterpolationMode	
ColorAdjustmentsProperties	7	m_InterpolationTime	System.Single	
ColorProperties	0			
ColorProperties	1	m_ColorVariations	System.Collections.Generic.List`1[Game.Prefabs.ColorProperties+VariationSet]	
ColorProperties	2	m_ChannelsBinding	System.Collections.Generic.List`1[Game.Prefabs.ColorProperties+ColorChannelBinding]	
ColorProperties	3	m_VariationGroups	System.Collections.Generic.List`1[Game.Prefabs.ColorProperties+VariationGroup]	
ColorProperties	4	m_VariationRanges	Unity.Mathematics.int3	
ColorProperties	5	m_AlphaRanges	Unity.Mathematics.int3	
ColorProperties	6	m_ExternalColorSource	Game.Rendering.ColorSourceType	
CompanyNotificationParameterPrefab	0			
CompanyNotificationParameterPrefab	1	m_NoInputsNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
CompanyNotificationParameterPrefab	2	m_NoCustomersNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
CompanyNotificationParameterPrefab	3	m_NoInputCostLimit	System.Single	
CompanyNotificationParameterPrefab	4	m_NoCustomersServiceLimit	System.Single	
CompanyNotificationParameterPrefab	5	m_NoCustomersHotelLimit	System.Single	The limit of empty rooms percentage of total room amount, 0.9 means 90% rooms are empty
CompanyObject	0			
CompanyObject	1	m_SelectCompany	System.Boolean	
CompanyObject	2	m_Companies	Game.Prefabs.CompanyPrefab[]	
CompanyPrefab	0			
CompanyPrefab	1	zone	Game.Zones.AreaType	
CompanyPrefab	2	profitability	System.Single	
ConnectionLane	0			
ConnectionPathfind	0			
ConnectionPathfind	1	m_BorderCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	2	m_PedestrianBorderCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	3	m_DistanceCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	4	m_AirwayCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	5	m_InsideCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	6	m_AreaCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	7	m_CarSpawnCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	8	m_BicycleSpawnCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	9	m_PedestrianSpawnCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	10	m_HelicopterTakeoffCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	11	m_AirplaneTakeoffCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	12	m_TaxiStartCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	13	m_ParkingCost	Game.Prefabs.PathfindCostInfo	
ConnectionPathfind	14	m_BicycleParkingCost	Game.Prefabs.PathfindCostInfo	
ContentPrefab	0			
ContentPrerequisite	0			
ContentPrerequisite	1	m_ContentPrerequisite	Game.Prefabs.ContentPrefab	
CraneObject	0			
CraneObject	1	m_DistanceRange	Colossal.Mathematics.Bounds1	
CreatureSpawner	0			
CreatureSpawner	1	m_MaxGroupCount	System.Int32	
Crime	0			
Crime	1	m_RandomTargetType	Game.Prefabs.EventTargetType	
Crime	2	m_CrimeType	Game.Prefabs.CrimeType	
Crime	3	m_OccurenceProbability	Colossal.Mathematics.Bounds1	The probability for citizen to do the crime first time
Crime	4	m_RecurrenceProbability	Colossal.Mathematics.Bounds1	The probability for criminal to do the crime again
Crime	5	m_AlarmDelay	Colossal.Mathematics.Bounds1	The police may be requested after crime start min seconds, and will be surely requested after max seconds
Crime	6	m_CrimeDuration	Colossal.Mathematics.Bounds1	The crime can be finished earlier without caught if it's last longer than min seconds, if the crime last longer than max seconds without police arrive and secure the crime scene, the criminal will not be caught
Crime	7	m_CrimeIncomeAbsolute	Colossal.Mathematics.Bounds1	The absolute part of steal money amount from crime victim, random between min and max, combined with relative for final steal amount
Crime	8	m_CrimeIncomeRelative	Colossal.Mathematics.Bounds1	The percentage of steal money amount from victim's money, random between min and max, combined with absolute for final steal amount
Crime	9	m_JailTimeRange	Colossal.Mathematics.Bounds1	The criminal will be put into jail for how many game days
Crime	10	m_PrisonTimeRange	Colossal.Mathematics.Bounds1	The criminal will be sentenced to prison for how many game days after jail time
Crime	11	m_PrisonProbability	System.Single	The probability of the criminal in jail sentence to prison
CrimeAccumulation	0			
CrimeAccumulation	1	m_CrimeRate	System.Single	
CrimeAccumulationGlobalMode	0			
CrimeAccumulationGlobalMode	1	m_CrimeRateMultiplier	System.Single	
CullingEffect	0			
CullingEffect	1	m_AudioCullGroup	Game.Prefabs.CullingEffect+AudioCullingGroup	The audio culling group
CurveProperties	0			
CurveProperties	1	m_TilingCount	System.Int32	
CurveProperties	2	m_OverrideLength	System.Single	
CurveProperties	3	m_SmoothingDistance	System.Single	
CurveProperties	4	m_GeometryTiling	System.Boolean	
CurveProperties	5	m_StraightTiling	System.Boolean	
CurveProperties	6	m_InvertCurve	System.Boolean	
CurveProperties	7	m_SubFlow	System.Boolean	
CurveProperties	8	m_HangingSwaying	System.Boolean	
DeathcareFacility	0			
DeathcareFacility	1	m_HearseCapacity	System.Int32	
DeathcareFacility	2	m_StorageCapacity	System.Int32	
DeathcareFacility	3	m_ProcessingRate	System.Single	
DeathcareFacility	4	m_LongTermStorage	System.Boolean	
DecalProperties	0			
DecalProperties	1	m_TextureArea	Colossal.Mathematics.Bounds2	
DecalProperties	2	m_RendererPriority	System.Int32	
DecalProperties	3	m_LayerMask	Game.Rendering.DecalLayers	
DecalProperties	4	m_EnableInfoviewColor	System.Boolean	
DefaultMesh	0			
DefaultPolicies	0			
DefaultPolicies	1	m_Policies	Game.Prefabs.DefaultPolicyInfo[]	
DeliveryTruck	0			
DeliveryTruck	1	m_CargoCapacity	System.Int32	
DeliveryTruck	2	m_CostToDrive	System.Int32	
DeliveryTruck	3	m_TransportedResources	Game.Economy.ResourceInEditor[]	
DemandPrefab	0			
DemandPrefab	1	m_ForestryPrefab	Game.Prefabs.PrefabBase	
DemandPrefab	2	m_OfficePrefab	Game.Prefabs.PrefabBase	
DemandPrefab	3	m_MinimumHappiness	System.Int32	The minimum happiness value that affect the demanding, average happiness below this won't have any different
DemandPrefab	4	m_HappinessEffect	System.Single	The weight that multiply to the happiness value differ to the neutral
DemandPrefab	5	m_TaxEffect	Unity.Mathematics.float3	The weight that multiply to the tax effect value differ to the neutral 10% tax rate (residential, commercial, industrial/office)
DemandPrefab	6	m_StudentEffect	System.Single	The weight that multiply to the student effect value
DemandPrefab	7	m_AvailableWorkplaceEffect	System.Single	The weight that multiply to the workplace value differ to the neutral
DemandPrefab	8	m_HomelessEffect	System.Single	The weight that multiply to the homeless value differ to the neutral
DemandPrefab	9	m_NeutralHappiness	System.Int32	Neutral average happiness value, the happiness value showed at bottom bar
DemandPrefab	10	m_NeutralUnemployment	System.Single	Neutral unemployment percentage, 10 = 10% unemployment is neutral
DemandPrefab	11	m_NeutralAvailableWorkplacePercentage	System.Single	Neutral available workplace percentage, 10 = 10% available workplace is neutral
DemandPrefab	12	m_NeutralHomelessness	System.Int32	Neutral homeless household amount
DemandPrefab	13	m_FreeResidentialRequirement	Unity.Mathematics.int3	Need free unoccupied residential buildings amount, x-low density, y-medium density, z-high density
DemandPrefab	14	m_FreeCommercialProportion	System.Single	
DemandPrefab	15	m_FreeIndustrialProportion	System.Single	
DemandPrefab	16	m_CommercialStorageMinimum	System.Single	Stock percentage at which commercial demand is zero — above this no demand, below it demand builds (e.g. 45 = neutral at 45% stock)
DemandPrefab	17	m_CommercialStorageEffect	System.Single	Resource demand added per percentage point of stock below the neutral threshold (e.g. 10 = each 1% stock drop adds 10 demand)
DemandPrefab	18	m_CommercialBaseDemand	System.Single	The commercial resource demand multiplier to household's needs
DemandPrefab	19	m_IndustrialStorageMinimum	System.Single	
DemandPrefab	20	m_IndustrialStorageEffect	System.Single	
DemandPrefab	21	m_IndustrialBaseDemand	System.Single	
DemandPrefab	22	m_ExtractorBaseDemand	System.Single	
DemandPrefab	23	m_StorageDemandMultiplier	System.Single	
DemandPrefab	24	m_CommuterWorkerRatioLimit	System.Int32	
DemandPrefab	25	m_CommuterSlowSpawnFactor	System.Int32	
DemandPrefab	26	m_CommuterOCSpawnParameters	Unity.Mathematics.float4	Percentage that commuter will spawn at OCs x:Road y:Train z:Air w:Ship
DemandPrefab	27	m_TouristOCSpawnParameters	Unity.Mathematics.float4	Percentage that tourist will spawn at OCs x:Road y:Train z:Air w:Ship
DemandPrefab	28	m_CitizenOCSpawnParameters	Unity.Mathematics.float4	Percentage that citizen will spawn at OCs x:Road y:Train z:Air w:Ship
DemandPrefab	29	m_TeenSpawnPercentage	System.Single	Percentage that teen citizen will spawn among all new household that with child
DemandPrefab	30	m_FrameIntervalForSpawning	Unity.Mathematics.int3	Frames cooldown interval for x-residential,y-commercial,z-industrial citizen/company spawning
DemandPrefab	31	m_HouseholdSpawnSpeedFactor	System.Single	The speed factor of new household spawning
DemandPrefab	32	m_HotelRoomPercentRequirement	System.Single	The spawning percent requirement of hotel rooms that need to meet the demand of tourist
DemandPrefab	33	m_NewCitizenEducationParameters	Unity.Mathematics.float4	Percentage of citizens' education level x:uneducated y:poorly educated z:educated w:WellEducated, then rest is the highly educated
